timestamp,speed_kmh,distance_to_obstacle_m,gps_lat,gps_lon,sensor_status
2026-01-01 08:00:00.000000000,47.450712295168486,14.598573800204948,39.90418273012791,116.40737771837283,normal
2026-01-01 08:00:00.100000000,37.92603548243223,18.843850634275856,39.90418210605812,116.40736509975616,normal
2026-01-01 08:00:00.200000000,49.715328071510385,13.660640632000309,39.90418246639557,116.40734625855248,normal
2026-01-01 08:00:00.300000000,62.84544784612038,17.536307762887677,39.904191919002486,116.40733529863611,normal
2026-01-01 08:00:00.400000000,36.48769937914996,4.851082664369715,39.90416458183522,116.4073310156299,normal
2026-01-01 08:00:00.500000000,36.487945645762295,21.70634965898351,39.904176433180695,116.40734775871962,normal
2026-01-01 08:00:00.600000000,63.688192232610874,20.009643802897795,39.904122345348064,116.40734133553885,normal
2026-01-01 08:00:00.700000000,51.51152093729363,13.463290951454475,39.90410974765702,116.40730962302472,normal
2026-01-01 08:00:00.800000000,32.95788421097572,25.27396534745924,39.90409998218016,116.40733242438164,normal
2026-01-01 08:00:00.900000000,48.13840065378947,27.500561101012465,39.90411264871669,116.40731568257897,normal
2026-01-01 08:00:01.000000000,33.04873460781307,7.139521085048207,39.90411310133374,116.40731450817043,normal
2026-01-01 08:00:01.100000000,33.01405369644615,13.898201771470287,39.90408499007266,116.40732343890056,normal
2026-01-01 08:00:01.200000000,43.629434073490515,13.846861201701614,39.90406529021015,116.40732743110894,normal
2026-01-01 08:00:01.300000000,11.300796330133032,12.480775191129084,39.904069263810335,116.40734931469989,normal
2026-01-01 08:00:01.400000000,14.126232512304508,26.63579873545399,39.9040676824635,116.40735889476275,normal
2026-01-01 08:00:01.500000000,31.56568706138541,18.449390889817572,39.90405609998131,116.40734166857116,normal
2026-01-01 08:00:01.600000000,24.80753319498364,17.883881269515115,39.90404648330552,116.40738523981464,normal
2026-01-01 08:00:01.700000000,44.71370998892911,3.9691010847459722,39.90406040666546,116.4073891264839,normal
2026-01-01 08:00:01.800000000,26.37963886718184,-7.358248412488454,39.90405005281401,116.40738617967938,normal
2026-01-01 08:00:01.900000000,18.815444479970626,-8.256556519483958,39.904048290989124,116.40740545818784,normal
2026-01-01 08:00:02.000000000,61.98473153382331,20.479461042130627,39.904091689720886,116.40741044720676,normal
2026-01-01 08:00:02.100000000,36.61335549270196,22.219015503665535,39.904063216068145,116.40741843177061,normal
2026-01-01 08:00:02.200000000,41.012923070318855,30.88526876670921,39.90402617921352,116.40746827545058,normal
2026-01-01 08:00:02.300000000,18.628777206798148,9.529436807047103,39.90404185100681,116.40746277302202,normal
2026-01-01 08:00:02.400000000,31.83425913212226,-4.156097246566603,39.90402827814559,116.40745641780414,normal
2026-01-01 08:00:02.500000000,41.663838845647994,21.47079635802956,39.90402191339503,116.40745874937438,normal
2026-01-01 08:00:02.600000000,22.735096338665457,34.40408945208683,39.90400629026747,116.4074801796931,normal
2026-01-01 08:00:02.700000000,45.63547027518508,29.911570823515497,39.90400109426465,116.40745004901248,normal
2026-01-01 08:00:02.800000000,30.990419651217927,21.677275322197005,39.904033065026894,116.40741073789465,normal
2026-01-01 08:00:02.900000000,35.62459375310085,16.066910514943622,39.904049107596066,116.40739899558925,normal
2026-01-01 08:00:03.000000000,30.974400816559047,26.456980773098483,39.9040663520663,116.40736631713007,normal
2026-01-01 08:00:03.100000000,67.78417276763406,12.21163040236425,39.90403802752519,116.40735782050311,normal
2026-01-01 08:00:03.200000000,39.79754162893099,23.810862154849755,39.90401500445046,116.40736787049704,normal
2026-01-01 08:00:03.300000000,24.134336065661493,24.043761273333015,39.90395822287727,116.40735005551977,normal
2026-01-01 08:00:03.400000000,52.338173681547836,28.48167925999104,39.90394203526085,116.40732151898823,normal
2026-01-01 08:00:03.500000000,284.3777859146795,42.07728031128862,39.903961169324575,116.40732290573146,normal
2026-01-01 08:00:03.600000000,43.132953925071334,23.139327737430136,39.90397150825489,116.40734015660115,normal
2026-01-01 08:00:03.700000000,10.604948141803366,15.92829099434001,39.90396707798963,116.40730625713239,normal
2026-01-01 08:00:03.800000000,20.077209266523543,19.795405502464046,39.903966631983955,116.40732266178036,normal
2026-01-01 08:00:03.900000000,42.952918538036855,5.847392760887054,39.90395285427311,116.40733900790443,normal
2026-01-01 08:00:04.000000000,51.07699869993115,14.442294951287534,39.90395694945075,116.40735808960648,normal
2026-01-01 08:00:04.100000000,42.57052421784956,16.725740495095167,39.90397226701634,116.40738245921077,normal
